"Time","u101","u201","u301","u501","u601","u110","u210","u310","u510","u610","u710","u111","u211","u311","u511","u611","u711","u112","u212","u312","u512","u612","u712","u213","u313","u713","u714","u102","u302","u502","u602","u702","u103","u203","u303","u503","u603","u703","u104","u204","u304","u504","u604","u704","u105","u205","u305","u505","u605","u705","u106","u206","u306","u506","u606","u706","u107","u207","u307","u507","u607","u707","u108","u208","u308","u508","u608","u708","u109","u209","u309","u509","u609","u709"
2024-08-04 19:37:12,-88.9434 µA,-88.9985 µA,-88.9888 µA,-89.1766 µA,-88.9463 µA,-89.2236 µA,-88.9273 µA,-88.8910 µA,-89.0874 µA,-89.0939 µA,-88.9480 µA,-88.7279 µA,-88.9898 µA,-86.4290 µA,-89.0881 µA,-86.3622 µA,-89.0147 µA,-89.2357 µA,-89.0173 µA,-88.7893 µA,-88.9941 µA,-88.4933 µA,-89.0000 µA,-88.9290 µA,-105.9672 µA,-106.1934 µA,-88.9138 µA,-89.0631 µA,-85.2072 µA,-89.1147 µA,-88.7576 µA,-88.8752 µA,-89.1409 µA,-88.9725 µA,-88.7846 µA,-89.0800 µA,-88.8822 µA,-88.5628 µA,-88.9765 µA,-89.0269 µA,-88.9514 µA,-89.0933 µA,-89.0509 µA,-88.5386 µA,-89.0186 µA,-89.1106 µA,-88.7454 µA,-88.7393 µA,-88.9417 µA,-89.2019 µA,-89.3071 µA,-88.4214 µA,-88.9873 µA,-89.0397 µA,-88.9766 µA,-89.0737 µA,-89.0573 µA,-88.9374 µA,-85.4481 µA,-88.9779 µA,-88.7522 µA,-89.0329 µA,-89.2614 µA,-86.9854 µA,-89.0325 µA,-89.2174 µA,-87.9664 µA,-88.6906 µA,-89.2270 µA,-88.9664 µA,-88.9741 µA,-79.4973 µA,-88.9125 µA,-88.9580 µA
2024-08-04 19:37:16,-88.9429 µA,-88.9988 µA,-88.9874 µA,-89.1758 µA,-88.9459 µA,-89.2234 µA,-88.9273 µA,-88.8909 µA,-89.1048 µA,-89.0935 µA,-88.9481 µA,-88.7277 µA,-88.9569 µA,-86.4291 µA,-89.0884 µA,-86.3626 µA,-89.0148 µA,-89.2356 µA,-89.0153 µA,-88.7893 µA,-88.9941 µA,-88.4932 µA,-88.9999 µA,-88.9290 µA,-105.9671 µA,-106.1934 µA,-88.9139 µA,-89.0627 µA,-85.2069 µA,-89.1148 µA,-88.7574 µA,-88.8750 µA,-89.1410 µA,-88.9720 µA,-88.7844 µA,-89.0800 µA,-88.8823 µA,-88.5630 µA,-88.9763 µA,-89.0270 µA,-88.9515 µA,-89.0937 µA,-89.0507 µA,-88.5382 µA,-89.0190 µA,-89.1106 µA,-88.7398 µA,-88.7391 µA,-88.9416 µA,-89.2019 µA,-89.3065 µA,-88.4397 µA,-88.9782 µA,-89.0399 µA,-88.9768 µA,-89.0738 µA,-89.0572 µA,-88.9376 µA,-85.4264 µA,-88.9778 µA,-88.8790 µA,-89.0329 µA,-89.2609 µA,-86.9848 µA,-89.0314 µA,-89.2164 µA,-88.4149 µA,-88.6912 µA,-89.2265 µA,-88.9657 µA,-88.9741 µA,-79.2626 µA,-88.9124 µA,-88.9581 µA
2024-08-04 19:37:20,-88.9430 µA,-88.9991 µA,-88.9834 µA,-89.1760 µA,-88.9459 µA,-89.2222 µA,-88.9272 µA,-88.8907 µA,-89.1075 µA,-89.0940 µA,-88.9481 µA,-88.7284 µA,-88.9579 µA,-86.4290 µA,-89.0887 µA,-86.3626 µA,-89.0146 µA,-89.2363 µA,-89.0149 µA,-88.7893 µA,-88.9938 µA,-88.4932 µA,-89.0008 µA,-88.9294 µA,-105.9671 µA,-106.1933 µA,-88.9135 µA,-89.0631 µA,-85.2067 µA,-89.1143 µA,-88.7573 µA,-88.8750 µA,-89.1416 µA,-88.9720 µA,-88.7850 µA,-89.0798 µA,-88.8822 µA,-88.5628 µA,-88.9764 µA,-89.0270 µA,-88.9518 µA,-89.0937 µA,-89.0503 µA,-88.5382 µA,-89.0187 µA,-89.1103 µA,-88.7377 µA,-88.7391 µA,-88.9416 µA,-89.2019 µA,-89.3061 µA,-88.4387 µA,-88.9786 µA,-89.0393 µA,-88.9769 µA,-89.0741 µA,-89.0571 µA,-88.9379 µA,-85.4231 µA,-88.9776 µA,-89.0552 µA,-89.0334 µA,-89.2611 µA,-86.9845 µA,-89.0326 µA,-89.2168 µA,-88.1979 µA,-88.7287 µA,-89.2269 µA,-88.9655 µA,-88.9744 µA,-78.9665 µA,-88.9126 µA,-88.9581 µA
2024-08-04 19:37:24,-88.9429 µA,-88.9990 µA,-88.9933 µA,-89.1758 µA,-88.9455 µA,-89.2224 µA,-88.9269 µA,-88.8906 µA,-89.1081 µA,-89.0938 µA,-88.9480 µA,-88.7286 µA,-88.9559 µA,-86.4288 µA,-89.0887 µA,-86.3622 µA,-89.0149 µA,-89.2350 µA,-89.0145 µA,-88.7895 µA,-88.9935 µA,-88.4932 µA,-89.0006 µA,-88.9300 µA,-105.9671 µA,-106.1932 µA,-88.9135 µA,-89.0632 µA,-85.2063 µA,-89.1141 µA,-88.7574 µA,-88.8752 µA,-89.1409 µA,-88.9716 µA,-88.7851 µA,-89.0797 µA,-88.8822 µA,-88.5630 µA,-88.9766 µA,-89.0271 µA,-88.9517 µA,-89.0935 µA,-89.0505 µA,-88.5390 µA,-89.0184 µA,-89.1103 µA,-88.6928 µA,-88.7386 µA,-88.9417 µA,-89.2019 µA,-89.3066 µA,-88.4376 µA,-88.9780 µA,-89.0395 µA,-88.9770 µA,-89.0740 µA,-89.0567 µA,-88.9369 µA,-85.4258 µA,-88.9772 µA,-88.7847 µA,-89.0335 µA,-89.2611 µA,-86.9835 µA,-89.0290 µA,-89.2166 µA,-87.9427 µA,-88.7232 µA,-89.2270 µA,-88.9648 µA,-88.9744 µA,-79.0920 µA,-88.9122 µA,-88.9582 µA
2024-08-04 19:37:28,-88.9438 µA,-88.9994 µA,-88.9857 µA,-89.1752 µA,-88.9456 µA,-89.2225 µA,-88.9266 µA,-88.8873 µA,-89.0920 µA,-89.0941 µA,-88.9475 µA,-88.7297 µA,-88.9553 µA,-86.4288 µA,-89.0881 µA,-86.3623 µA,-89.0145 µA,-89.2351 µA,-89.0143 µA,-88.7897 µA,-88.9937 µA,-88.4933 µA,-89.0011 µA,-88.9306 µA,-105.9671 µA,-106.1932 µA,-88.9138 µA,-89.0632 µA,-85.2058 µA,-89.1146 µA,-88.7572 µA,-88.8754 µA,-89.1410 µA,-88.9719 µA,-88.7854 µA,-89.0799 µA,-88.8823 µA,-88.5635 µA,-88.9764 µA,-89.0274 µA,-88.9518 µA,-89.0939 µA,-89.0508 µA,-88.5391 µA,-89.0178 µA,-89.1168 µA,-88.7135 µA,-88.7387 µA,-88.9418 µA,-89.2021 µA,-89.3064 µA,-88.4296 µA,-88.9782 µA,-89.0395 µA,-88.9771 µA,-89.0743 µA,-89.0566 µA,-88.9371 µA,-85.4702 µA,-88.9770 µA,-88.9583 µA,-89.0328 µA,-89.2615 µA,-86.9825 µA,-89.1165 µA,-89.2162 µA,-87.8424 µA,-88.7178 µA,-89.2274 µA,-88.9650 µA,-88.9744 µA,-79.6774 µA,-88.9121 µA,-88.9587 µA
2024-08-04 19:37:32,-88.9435 µA,-89.0000 µA,-88.9977 µA,-89.1748 µA,-88.9458 µA,-89.2219 µA,-88.9265 µA,-88.8873 µA,-89.1196 µA,-89.0937 µA,-88.9478 µA,-88.7298 µA,-88.9625 µA,-86.4287 µA,-89.0884 µA,-86.3626 µA,-89.0152 µA,-89.2364 µA,-89.0139 µA,-88.7889 µA,-88.9940 µA,-88.4931 µA,-89.0018 µA,-88.9306 µA,-105.9670 µA,-106.1931 µA,-88.9138 µA,-89.0635 µA,-85.2054 µA,-89.1143 µA,-88.7574 µA,-88.8755 µA,-89.1409 µA,-88.9719 µA,-88.7858 µA,-89.0799 µA,-88.8822 µA,-88.5635 µA,-88.9763 µA,-89.0271 µA,-88.9513 µA,-89.0943 µA,-89.0505 µA,-88.5391 µA,-89.0186 µA,-89.1103 µA,-88.7074 µA,-88.7391 µA,-88.9417 µA,-89.2025 µA,-89.3068 µA,-88.4386 µA,-88.9784 µA,-89.0398 µA,-88.9775 µA,-89.0737 µA,-89.0570 µA,-88.9371 µA,-85.4238 µA,-88.9769 µA,-88.7817 µA,-89.0344 µA,-89.2615 µA,-86.9821 µA,-89.0382 µA,-89.2163 µA,-88.7786 µA,-88.6893 µA,-89.2285 µA,-88.9650 µA,-88.9742 µA,-79.0483 µA,-88.9120 µA,-88.9585 µA
2024-08-04 19:37:36,-88.9433 µA,-89.0001 µA,-88.9967 µA,-89.1747 µA,-88.9457 µA,-89.2213 µA,-88.9262 µA,-88.8901 µA,-89.1127 µA,-89.0939 µA,-88.9475 µA,-88.7295 µA,-89.0575 µA,-86.4288 µA,-89.0883 µA,-86.3623 µA,-89.0150 µA,-89.2361 µA,-89.0132 µA,-88.7890 µA,-88.9935 µA,-88.4932 µA,-89.0013 µA,-88.9304 µA,-105.9669 µA,-106.1931 µA,-88.9138 µA,-89.0631 µA,-85.2052 µA,-89.1137 µA,-88.7573 µA,-88.8757 µA,-89.1414 µA,-88.9715 µA,-88.7853 µA,-89.0802 µA,-88.8821 µA,-88.5633 µA,-88.9758 µA,-89.0269 µA,-88.9513 µA,-89.0943 µA,-89.0504 µA,-88.5387 µA,-89.0185 µA,-89.1101 µA,-88.6704 µA,-88.7392 µA,-88.9416 µA,-89.2022 µA,-89.3074 µA,-88.4372 µA,-88.9785 µA,-89.0402 µA,-88.9774 µA,-89.0738 µA,-89.0568 µA,-88.9372 µA,-85.4212 µA,-88.9771 µA,-88.8859 µA,-89.0362 µA,-89.2613 µA,-86.9811 µA,-89.0285 µA,-89.2166 µA,-88.4192 µA,-88.6840 µA,-89.2287 µA,-88.9650 µA,-88.9743 µA,-79.0904 µA,-88.9118 µA,-88.9585 µA
2024-08-04 19:37:40,-88.9422 µA,-89.0004 µA,-88.9955 µA,-89.1745 µA,-88.9456 µA,-89.2214 µA,-88.9262 µA,-88.8898 µA,-89.1042 µA,-89.0934 µA,-88.9478 µA,-88.7294 µA,-88.9891 µA,-86.4290 µA,-89.0878 µA,-86.3620 µA,-89.0144 µA,-89.2360 µA,-89.0128 µA,-88.7893 µA,-88.9939 µA,-88.4933 µA,-89.0042 µA,-88.9308 µA,-105.9668 µA,-106.1931 µA,-88.9141 µA,-89.0624 µA,-85.2049 µA,-89.1139 µA,-88.7571 µA,-88.8755 µA,-89.1414 µA,-88.9713 µA,-88.7852 µA,-89.0808 µA,-88.8820 µA,-88.5632 µA,-88.9752 µA,-89.0271 µA,-88.9511 µA,-89.0942 µA,-89.0502 µA,-88.5385 µA,-89.0184 µA,-89.1106 µA,-88.6829 µA,-88.7387 µA,-88.9417 µA,-89.2022 µA,-89.3074 µA,-88.4363 µA,-88.9781 µA,-89.0400 µA,-88.9774 µA,-89.0742 µA,-89.0575 µA,-88.9373 µA,-85.4205 µA,-88.9775 µA,-88.7975 µA,-89.0361 µA,-89.2608 µA,-86.9807 µA,-89.0288 µA,-89.2160 µA,-89.4675 µA,-88.6838 µA,-89.2284 µA,-88.9648 µA,-88.9743 µA,-79.1558 µA,-88.9121 µA,-88.9584 µA
2024-08-04 19:37:44,-88.9420 µA,-89.0003 µA,-88.9828 µA,-89.1743 µA,-88.9406 µA,-89.2216 µA,-88.9261 µA,-88.8901 µA,-89.0923 µA,-89.0936 µA,-88.9479 µA,-88.7297 µA,-88.9835 µA,-86.4291 µA,-89.0879 µA,-86.3623 µA,-89.0143 µA,-89.2370 µA,-89.0127 µA,-88.7889 µA,-88.9939 µA,-88.4932 µA,-89.0084 µA,-88.9311 µA,-105.9668 µA,-106.1930 µA,-88.9139 µA,-89.0621 µA,-85.2045 µA,-89.1146 µA,-88.7568 µA,-88.8753 µA,-89.1410 µA,-88.9714 µA,-88.7851 µA,-89.0813 µA,-88.8820 µA,-88.5630 µA,-88.9757 µA,-89.0262 µA,-88.9510 µA,-89.0943 µA,-89.0498 µA,-88.5389 µA,-89.0190 µA,-89.1106 µA,-88.6757 µA,-88.7392 µA,-88.9417 µA,-89.2022 µA,-89.3073 µA,-88.4293 µA,-88.9788 µA,-89.0402 µA,-88.9774 µA,-89.0744 µA,-89.0574 µA,-88.9375 µA,-85.4314 µA,-88.9777 µA,-88.9063 µA,-89.0364 µA,-89.2612 µA,-86.9802 µA,-89.0288 µA,-89.2165 µA,-87.8108 µA,-88.6844 µA,-89.2280 µA,-88.9650 µA,-88.9745 µA,-79.4207 µA,-88.9118 µA,-88.9563 µA
2024-08-04 19:37:48,-88.9421 µA,-89.0010 µA,-88.9871 µA,-89.1740 µA,-88.9458 µA,-89.2211 µA,-88.9264 µA,-88.8900 µA,-89.0756 µA,-89.0934 µA,-88.9481 µA,-88.7290 µA,-88.9792 µA,-86.4296 µA,-89.0887 µA,-86.3624 µA,-89.0146 µA,-89.2371 µA,-89.0128 µA,-88.7886 µA,-88.9941 µA,-88.4932 µA,-89.0071 µA,-88.9309 µA,-105.9668 µA,-106.1930 µA,-88.9143 µA,-89.0624 µA,-85.2041 µA,-89.1147 µA,-88.7569 µA,-88.8754 µA,-89.1413 µA,-88.9718 µA,-88.7851 µA,-89.0816 µA,-88.8822 µA,-88.5631 µA,-88.9746 µA,-89.0267 µA,-88.9512 µA,-89.0944 µA,-89.0498 µA,-89.6758 µA,-89.0189 µA,-89.1100 µA,-88.6414 µA,-88.7394 µA,-88.9418 µA,-89.2024 µA,-89.3070 µA,-88.4379 µA,-88.9794 µA,-89.0410 µA,-88.9775 µA,-89.0744 µA,-89.0575 µA,-88.9374 µA,-85.4320 µA,-88.9781 µA,-88.7469 µA,-89.0364 µA,-89.2611 µA,-86.9793 µA,-89.1701 µA,-89.2173 µA,-87.7385 µA,-88.6845 µA,-89.2281 µA,-88.9647 µA,-88.9745 µA,-79.0204 µA,-88.9118 µA,-88.9591 µA
2024-08-04 19:37:52,-88.9421 µA,-89.0007 µA,-89.3304 µA,-89.1736 µA,-88.9460 µA,-89.2207 µA,-88.9266 µA,-88.8895 µA,-89.1084 µA,-89.0931 µA,-88.9481 µA,-88.7282 µA,-88.9749 µA,-86.4296 µA,-89.0880 µA,-86.3621 µA,-89.0145 µA,-89.2364 µA,-89.0129 µA,-88.7883 µA,-88.9941 µA,-88.4929 µA,-89.0059 µA,-88.9310 µA,-105.9667 µA,-106.1929 µA,-88.9142 µA,-89.0625 µA,-85.2038 µA,-89.1144 µA,-88.7567 µA,-88.8754 µA,-89.1408 µA,-88.9721 µA,-88.7848 µA,-89.0807 µA,-88.8818 µA,-88.5629 µA,-88.9750 µA,-89.0266 µA,-88.9510 µA,-89.0942 µA,-89.0496 µA,-89.6854 µA,-89.0189 µA,-89.1103 µA,-88.6829 µA,-88.7402 µA,-88.9416 µA,-89.2023 µA,-89.3069 µA,-88.4241 µA,-88.9798 µA,-89.0410 µA,-88.9771 µA,-89.0741 µA,-89.0573 µA,-88.9369 µA,-85.4442 µA,-88.9781 µA,-88.7771 µA,-89.0362 µA,-89.2613 µA,-86.9780 µA,-89.0261 µA,-89.2169 µA,-87.7743 µA,-88.6873 µA,-89.2280 µA,-88.9643 µA,-88.9742 µA,-78.9740 µA,-88.9114 µA,-88.9589 µA
2024-08-04 19:37:56,-88.9425 µA,-89.0007 µA,-88.9923 µA,-89.1742 µA,-88.9458 µA,-89.2215 µA,-88.9268 µA,-88.8897 µA,-89.1101 µA,-89.0932 µA,-88.9482 µA,-88.7284 µA,-88.9562 µA,-86.4292 µA,-89.0763 µA,-86.3621 µA,-89.0138 µA,-89.2360 µA,-89.0130 µA,-88.7887 µA,-88.9941 µA,-88.4926 µA,-89.0036 µA,-88.9306 µA,-105.9667 µA,-106.1929 µA,-88.9138 µA,-89.0625 µA,-85.2034 µA,-89.1145 µA,-88.7565 µA,-88.8755 µA,-89.1408 µA,-88.9717 µA,-88.7850 µA,-89.0803 µA,-88.8817 µA,-88.5628 µA,-88.9745 µA,-89.0265 µA,-88.9510 µA,-89.0939 µA,-89.0495 µA,-89.6929 µA,-89.0189 µA,-89.1095 µA,-88.6862 µA,-88.7408 µA,-88.9415 µA,-89.2021 µA,-89.3067 µA,-88.4323 µA,-88.9798 µA,-89.0409 µA,-88.9769 µA,-89.0736 µA,-89.0573 µA,-88.9368 µA,-85.4314 µA,-88.9785 µA,-88.7847 µA,-89.0367 µA,-89.2607 µA,-86.9773 µA,-89.0280 µA,-89.2167 µA,-88.2981 µA,-88.6832 µA,-89.2274 µA,-88.9643 µA,-88.9743 µA,-79.1003 µA,-88.9117 µA,-88.9592 µA
2024-08-04 19:38:00,-88.9434 µA,-89.0014 µA,-88.9929 µA,-89.1744 µA,-88.9457 µA,-89.2213 µA,-88.9266 µA,-88.8897 µA,-89.1063 µA,-89.0932 µA,-88.9477 µA,-88.7275 µA,-89.2459 µA,-86.4292 µA,-89.0848 µA,-86.3620 µA,-89.0138 µA,-89.2352 µA,-89.0125 µA,-88.7884 µA,-88.9936 µA,-88.4929 µA,-89.0030 µA,-88.9308 µA,-105.9667 µA,-106.1929 µA,-88.9136 µA,-89.0620 µA,-85.2031 µA,-89.1139 µA,-88.7565 µA,-88.8752 µA,-89.1412 µA,-88.9717 µA,-88.7852 µA,-89.0804 µA,-88.8819 µA,-88.5629 µA,-88.9742 µA,-89.0268 µA,-88.9510 µA,-89.0940 µA,-89.0494 µA,-89.6892 µA,-89.0188 µA,-89.1096 µA,-88.6767 µA,-88.7409 µA,-88.9412 µA,-89.2020 µA,-89.3068 µA,-88.4480 µA,-88.9793 µA,-89.0416 µA,-88.9768 µA,-89.0737 µA,-89.0570 µA,-88.9372 µA,-85.4305 µA,-88.9783 µA,-88.8113 µA,-89.0366 µA,-89.2610 µA,-86.9770 µA,-89.0279 µA,-89.2163 µA,-88.2446 µA,-88.6893 µA,-89.2272 µA,-88.9638 µA,-88.9743 µA,-78.9533 µA,-88.9118 µA,-88.9593 µA
2024-08-04 19:38:04,-88.9427 µA,-89.0014 µA,-88.9916 µA,-89.1742 µA,-88.9456 µA,-89.2207 µA,-88.9266 µA,-88.8895 µA,-89.2298 µA,-89.0932 µA,-88.9475 µA,-88.7283 µA,-88.9503 µA,-86.4294 µA,-89.0848 µA,-86.3620 µA,-89.0139 µA,-89.2359 µA,-89.0127 µA,-88.7882 µA,-88.9936 µA,-88.4929 µA,-89.0023 µA,-88.9304 µA,-105.9667 µA,-106.1928 µA,-88.9138 µA,-89.0613 µA,-85.2029 µA,-89.1136 µA,-88.7561 µA,-88.8754 µA,-89.1415 µA,-88.9714 µA,-88.7845 µA,-89.0800 µA,-88.8817 µA,-88.5627 µA,-88.9752 µA,-89.0261 µA,-88.9507 µA,-89.0945 µA,-89.0494 µA,-89.6908 µA,-89.0188 µA,-89.1101 µA,-88.6487 µA,-88.7409 µA,-88.9413 µA,-89.2017 µA,-89.3067 µA,-88.4450 µA,-88.9792 µA,-89.0419 µA,-88.9765 µA,-89.0742 µA,-89.0563 µA,-88.9371 µA,-85.4189 µA,-88.9779 µA,-89.0648 µA,-89.0365 µA,-89.2600 µA,-86.9765 µA,-89.0273 µA,-89.2160 µA,-87.8477 µA,-88.7171 µA,-89.2257 µA,-88.9640 µA,-88.9741 µA,-79.0585 µA,-88.9118 µA,-88.9587 µA
2024-08-04 19:38:08,-88.9427 µA,-89.0014 µA,-88.9910 µA,-89.1744 µA,-88.9457 µA,-89.2218 µA,-88.9265 µA,-88.8895 µA,-89.1094 µA,-89.0932 µA,-88.9473 µA,-88.7296 µA,-88.9609 µA,-86.4294 µA,-89.0859 µA,-86.3619 µA,-89.0136 µA,-89.2357 µA,-89.0125 µA,-88.7889 µA,-88.9940 µA,-88.4926 µA,-89.1203 µA,-88.9301 µA,-105.9666 µA,-106.1928 µA,-88.9140 µA,-89.0609 µA,-85.2025 µA,-89.1137 µA,-88.7562 µA,-88.8755 µA,-89.1416 µA,-88.9710 µA,-88.7851 µA,-89.0800 µA,-88.8817 µA,-88.5628 µA,-88.9762 µA,-89.0255 µA,-88.9505 µA,-89.0943 µA,-89.0489 µA,-89.6924 µA,-89.0191 µA,-89.1091 µA,-88.6280 µA,-88.7412 µA,-88.9410 µA,-89.2018 µA,-89.3062 µA,-88.4195 µA,-88.9785 µA,-89.0415 µA,-88.9764 µA,-89.0744 µA,-89.0565 µA,-88.9371 µA,-85.4172 µA,-88.9781 µA,-89.0434 µA,-89.0367 µA,-89.2611 µA,-86.9758 µA,-89.0271 µA,-89.2164 µA,-88.4021 µA,-88.6883 µA,-89.2258 µA,-88.9638 µA,-88.9745 µA,-79.0207 µA,-88.9119 µA,-88.9591 µA
2024-08-04 19:38:12,-88.9424 µA,-89.0013 µA,-88.9906 µA,-89.1744 µA,-88.9455 µA,-89.2221 µA,-88.9267 µA,-88.8895 µA,-89.1015 µA,-89.0934 µA,-88.9472 µA,-88.7293 µA,-88.9803 µA,-86.4291 µA,-89.0859 µA,-86.3621 µA,-89.0134 µA,-89.2359 µA,-89.0123 µA,-88.7887 µA,-88.9940 µA,-88.4926 µA,-88.9990 µA,-88.9294 µA,-105.9666 µA,-106.1928 µA,-88.9140 µA,-89.0612 µA,-85.2021 µA,-89.1132 µA,-88.7562 µA,-88.8755 µA,-89.1412 µA,-88.9711 µA,-88.7847 µA,-89.0801 µA,-88.8819 µA,-88.5626 µA,-88.9756 µA,-89.0258 µA,-88.9501 µA,-89.0944 µA,-89.0491 µA,-89.6938 µA,-89.0193 µA,-89.1092 µA,-88.6191 µA,-88.7412 µA,-88.9410 µA,-89.2018 µA,-89.3060 µA,-88.4382 µA,-88.9790 µA,-89.0412 µA,-88.9766 µA,-89.0745 µA,-89.0572 µA,-88.9368 µA,-85.4314 µA,-88.9781 µA,-88.7084 µA,-89.0366 µA,-89.2616 µA,-86.9751 µA,-89.0142 µA,-89.2161 µA,-87.8000 µA,-88.6722 µA,-89.2253 µA,-88.9641 µA,-88.9745 µA,-79.0233 µA,-88.9118 µA,-88.9588 µA
2024-08-04 19:38:16,-88.9421 µA,-89.0007 µA,-88.9898 µA,-89.1749 µA,-88.9455 µA,-89.2222 µA,-88.9266 µA,-88.8890 µA,-89.1055 µA,-89.0931 µA,-88.9470 µA,-88.7291 µA,-88.9536 µA,-86.4289 µA,-89.0867 µA,-86.3622 µA,-89.0140 µA,-89.2361 µA,-89.0120 µA,-88.7879 µA,-88.9944 µA,-88.4926 µA,-89.0009 µA,-88.9303 µA,-105.9665 µA,-106.1927 µA,-88.9136 µA,-89.0614 µA,-85.2019 µA,-89.1128 µA,-88.7559 µA,-88.8751 µA,-89.1410 µA,-88.9713 µA,-88.7850 µA,-89.0799 µA,-88.8819 µA,-88.5627 µA,-88.9751 µA,-89.0257 µA,-88.9499 µA,-89.0945 µA,-89.0494 µA,-89.6952 µA,-89.0187 µA,-89.1090 µA,-88.6141 µA,-88.7411 µA,-88.9409 µA,-89.2016 µA,-89.3053 µA,-88.4367 µA,-88.9792 µA,-89.0408 µA,-88.9767 µA,-89.0742 µA,-89.0571 µA,-88.9370 µA,-85.6234 µA,-88.9782 µA,-88.7459 µA,-89.0364 µA,-89.2611 µA,-86.9739 µA,-89.1599 µA,-89.2160 µA,-88.1393 µA,-88.6888 µA,-89.2257 µA,-88.9636 µA,-88.9742 µA,-79.2025 µA,-88.9116 µA,-88.9589 µA
2024-08-04 19:38:20,-88.9423 µA,-89.0004 µA,-88.9834 µA,-89.1749 µA,-88.9452 µA,-89.2223 µA,-88.9268 µA,-88.8887 µA,-89.0844 µA,-89.0929 µA,-88.9471 µA,-88.7283 µA,-89.4833 µA,-86.4286 µA,-89.0868 µA,-86.3623 µA,-89.0138 µA,-89.2356 µA,-89.0118 µA,-88.7877 µA,-88.9945 µA,-88.4928 µA,-89.0007 µA,-88.9302 µA,-105.9665 µA,-106.1927 µA,-88.9136 µA,-89.0616 µA,-85.2016 µA,-89.1129 µA,-88.7561 µA,-88.8750 µA,-89.1402 µA,-88.9711 µA,-88.7850 µA,-89.0800 µA,-88.8817 µA,-88.5630 µA,-88.9746 µA,-89.0259 µA,-88.9501 µA,-89.0941 µA,-89.0494 µA,-89.6972 µA,-89.0192 µA,-89.1093 µA,-88.5770 µA,-88.7411 µA,-88.9411 µA,-89.2016 µA,-89.3047 µA,-88.8764 µA,-88.9794 µA,-89.0409 µA,-88.9764 µA,-89.0739 µA,-89.0576 µA,-88.9370 µA,-85.4192 µA,-88.9781 µA,-88.8665 µA,-89.0363 µA,-89.2607 µA,-86.9727 µA,-89.0396 µA,-89.2156 µA,-88.0400 µA,-88.6771 µA,-89.2255 µA,-88.9639 µA,-88.9739 µA,-80.0567 µA,-88.9115 µA,-88.9583 µA
2024-08-04 19:38:24,-88.9417 µA,-89.0005 µA,-88.9834 µA,-89.1745 µA,-88.9450 µA,-89.2223 µA,-88.9266 µA,-88.8886 µA,-89.0986 µA,-89.0926 µA,-88.9475 µA,-88.7278 µA,-88.9622 µA,-86.4287 µA,-89.0869 µA,-86.3623 µA,-89.0140 µA,-89.2355 µA,-89.0108 µA,-88.7885 µA,-88.9941 µA,-88.4926 µA,-89.0004 µA,-88.9300 µA,-105.9664 µA,-106.1927 µA,-88.9135 µA,-89.0614 µA,-85.2014 µA,-89.1128 µA,-88.7564 µA,-88.8751 µA,-89.1404 µA,-88.9713 µA,-88.7851 µA,-89.0796 µA,-88.8815 µA,-88.5630 µA,-88.9752 µA,-89.0254 µA,-88.9500 µA,-89.0939 µA,-89.0492 µA,-89.6982 µA,-89.0191 µA,-89.1090 µA,-88.6224 µA,-88.7408 µA,-88.9413 µA,-89.2018 µA,-89.3049 µA,-88.4191 µA,-88.9790 µA,-89.0411 µA,-88.9764 µA,-89.0738 µA,-89.0576 µA,-88.9369 µA,-85.4192 µA,-88.9779 µA,-88.7830 µA,-89.0361 µA,-89.2609 µA,-86.9719 µA,-89.0286 µA,-89.2156 µA,-88.2847 µA,-88.6738 µA,-89.2261 µA,-88.9636 µA,-88.9739 µA,-79.3073 µA,-88.9116 µA,-88.9579 µA
2024-08-04 19:38:28,-88.9419 µA,-89.0006 µA,-88.9876 µA,-89.1740 µA,-88.9452 µA,-89.2217 µA,-88.9266 µA,-88.8889 µA,-89.1104 µA,-89.0929 µA,-88.9476 µA,-88.7278 µA,-88.9467 µA,-86.4285 µA,-89.0869 µA,-86.3621 µA,-89.0138 µA,-89.2342 µA,-89.0113 µA,-88.7876 µA,-88.9939 µA,-88.4927 µA,-88.9997 µA,-88.9304 µA,-105.9665 µA,-106.1927 µA,-88.9138 µA,-89.0618 µA,-85.2013 µA,-89.1131 µA,-88.7566 µA,-88.8750 µA,-89.1405 µA,-88.9714 µA,-88.7844 µA,-89.0795 µA,-88.8815 µA,-88.5632 µA,-88.9755 µA,-89.0251 µA,-88.9549 µA,-89.0940 µA,-89.0492 µA,-89.6986 µA,-89.0188 µA,-89.1091 µA,-88.5932 µA,-88.7362 µA,-88.9410 µA,-89.2017 µA,-89.3041 µA,-88.4451 µA,-88.9789 µA,-89.0405 µA,-88.9766 µA,-89.0736 µA,-89.0572 µA,-88.9366 µA,-85.6297 µA,-88.9778 µA,-88.8570 µA,-89.0362 µA,-89.2602 µA,-86.9712 µA,-89.0317 µA,-89.2156 µA,-88.3070 µA,-88.6861 µA,-89.2263 µA,-88.9638 µA,-88.9736 µA,-78.9553 µA,-88.9116 µA,-88.9575 µA
